sentence,stance_type,cue,start,end,section,page
"At first, I wanted to write find information quickly, but I wanted to use this expression in order to show that finding information with these tools is very quick.",self_mention,i,3,4,,
"At first, I wanted to write find information quickly, but I wanted to use this expression in order to show that finding information with these tools is very quick.",self_mention,i,12,13,,
"At first, I wanted to write find information quickly, but I wanted to use this expression in order to show that finding information with these tools is very quick.",boosting,show,21,22,,
What my participants reported also depicted the making of metaphors as built within a system of interrelated processes which requires skilled resource management to avoid competition and interference.,self_mention,my,1,2,,
"The above sections have shown that, regarding pausing, the number of paused MUs is slightly higher than the number of non-paused ones and novel and inter-MUs attracted more pauses than conventional MUs.",boosting,shown,4,5,,
This section specially focuses on what MUs may cost the writing process in terms of time by looking at the pause duration of the paused units.,hedging,may,7,8,,
It also seems to corroborate findings in pausological research as reviewed at the beginning of the chapter: the location of pauses is related to the length of pauses.,hedging,seems,2,3,,
Less conventional responses show greater reaction times than more conventional ones.,boosting,show,3,4,,
A correlated samples ANOVA test shows that the longer pause duration for the novel MUs is statistically significant at p < 0.05 (F = 1.83; p = 0.019).,boosting,shows,5,6,,
Yates Chi-Squared test on the association between long total pause time (> 4s) and types of MUs shows that only inter-MUs come with more long total pause times than conventional MUs (χ2 = 4.04; p < 0.04).,boosting,shows,19,20,,
Chi-Squared test shows that a significantly greater proportion of multiword metaphoric units than single word ones manifest pausing (Yates χ2 = 26.33; p < 0.0001).,boosting,shows,2,3,,
"These items seem to lend support to the literature that multi-word units are acquired, stored and retrieved from the memory as holistic units (Erman, 2007; Jiang & Nekrasova, 2007; Langlotz, 2006; Nattinger & DeCarrico, 1992; Pawley & Syder, 1983; Wray, 2002).",hedging,seem,2,3,,
"Below are the examples of play/have a role, which appeared three times without pauses and four times with pauses in the data set.",hedging,appeared,10,11,,
"In Examples 147 and 148, the units were produced with one pause preceding them, suggesting that they might have been activated as wholes, despite the initial difficulty.",hedging,suggesting,16,17,,
"In Examples 147 and 148, the units were produced with one pause preceding them, suggesting that they might have been activated as wholes, despite the initial difficulty.",hedging,might,19,20,,
"Case 149 showed that Khanh had a problem calling for role, as indicated by two pauses before the word.",boosting,showed,2,3,,
"Case 149 showed that Khanh had a problem calling for role, as indicated by two pauses before the word.",boosting,indicated,13,14,,
This example could be an instantial case; such an instance yet can question the certainty of claims such as those made by Durrant and Schmitt (2010) that “[a]ny deficit in learners’ knowledge of collocation is […] more likely to be the result of insufficient exposure to the language than of a fundamentally different approach to learning” (p.182).,hedging,could,2,3,,
This example could be an instantial case; such an instance yet can question the certainty of claims such as those made by Durrant and Schmitt (2010) that “[a]ny deficit in learners’ knowledge of collocation is […] more likely to be the result of insufficient exposure to the language than of a fundamentally different approach to learning” (p.182).,hedging,likely,47,48,,
"One might argue that the identified pauses could be due to reasons other than retrieval, i.e., the writers had retrieved the items holistically but delayed in typing them down, resulting in the pauses.",hedging,might,1,2,,
"One might argue that the identified pauses could be due to reasons other than retrieval, i.e., the writers had retrieved the items holistically but delayed in typing them down, resulting in the pauses.",hedging,could,7,8,,
"According to Weinert (1995), the linearity of the phonological components of multi- word units, their organization as cognitive bundles bound together by special meaning or function, or the formulaic-creative continuum along which they exist may determine their production.",hedging,may,39,40,,
"Nevertheless, it is clear that they did not get these multi-word MUs out of a neatly-stored mental lexicon, probably because there was nothing neatly- stored in the first place.",boosting,it is clear that,2,6,,
"Because free multi-word MUs are more compositional than restricted ones, which implies a more open relationship between the elements, it may be reasonable that pauses occur in the middle of the units.",hedging,may,22,23,,
"However, Figure 20 shows that even restricted units were produced with within-unit pauses.",boosting,shows,4,5,,
"Non-native speakers, in contrast, seem to have a pause thrust within clausal and phrasal units (Deschamps, 1980; Lennon, 1984; Raupach, 1980).",hedging,seem,6,7,,
A close reading of the participants’ reports shows that the making of the multi-word MUs is mostly patchy and concomitantly linked to the generation of ideas in text.,boosting,shows,8,9,,
"From·that,·peol[BACK]ple·{3307}mgh[BACK 2]ight·have·a ·{4056}slim·{6084}hoe[BACK]pe·from·the·lofe[BACK 3]ife·and·it·can·be ·{25990}stored·up I wanted to say it was something that could be piled up in a heap, a lot.",self_mention,i,39,40,,
"From·that,·peol[BACK]ple·{3307}mgh[BACK 2]ight·have·a ·{4056}slim·{6084}hoe[BACK]pe·from·the·lofe[BACK 3]ife·and·it·can·be ·{25990}stored·up I wanted to say it was something that could be piled up in a heap, a lot.",hedging,could,47,48,,
I didn’t know which word to use.,self_mention,i,0,1,,
"I wanted to use mass, meaning lumping up, but I was not sure whether mass would be followed by a noun or a verb.",self_mention,i,0,1,,
"I wanted to use mass, meaning lumping up, but I was not sure whether mass would be followed by a noun or a verb.",self_mention,i,11,12,,
"Yu·[BACK 2]ou·put·tour·[BACK 5]your·soul·and·yourmind{2262}·into I was influenced by Vietnamese, I thought đặt tâm hồn mình vào đó then I translated it.",self_mention,i,15,16,,
"Yu·[BACK 2]ou·put·tour·[BACK 5]your·soul·and·yourmind{2262}·into I was influenced by Vietnamese, I thought đặt tâm hồn mình vào đó then I translated it.",self_mention,i,21,22,,
"Yu·[BACK 2]ou·put·tour·[BACK 5]your·soul·and·yourmind{2262}·into I was influenced by Vietnamese, I thought đặt tâm hồn mình vào đó then I translated it.",self_mention,i,30,31,,
I tried to look for another phrase.,self_mention,i,0,1,,
"I wanted to use integrate into, but I thought integrate into is business English.",self_mention,i,0,1,,
"I wanted to use integrate into, but I thought integrate into is business English.",self_mention,i,8,9,,
"Then I thought [this word search] would be infeasible, so I turned back and decided to use put, directly transposing it into English.",self_mention,i,1,2,,
"Then I thought [this word search] would be infeasible, so I turned back and decided to use put, directly transposing it into English.",self_mention,i,13,14,,
I paused there to look for a suitable preposition.,self_mention,i,0,1,,
I thought people used into after put.,self_mention,i,0,1,,
So then I wrote put into.,self_mention,i,2,3,,
"·to·reflect·{6225}the·world·under·someone's·viewpoint Dưới cái nhìn của ai đó, I wrote from Vietnamese to English.",self_mention,i,12,13,,
It could be because of the closed-class item that the production of the item seemed to come with ease.,hedging,could,1,2,,
It could be because of the closed-class item that the production of the item seemed to come with ease.,hedging,seemed,14,15,,
I think it’s just habit.,self_mention,i,0,1,,
"However, she could not remember play a role for đóng một vai trò quan trọng.",hedging,could,3,4,,
I could imagine them feeling so touched.,self_mention,i,0,1,,
I could imagine them feeling so touched.,hedging,could,1,2,,
Break into tears was the phrase that I learned before.,self_mention,i,7,8,,
"Before writing break into tears I typed br then paused because I thought of another word, not break into tears.",self_mention,i,5,6,,
"Before writing break into tears I typed br then paused because I thought of another word, not break into tears.",self_mention,i,11,12,,
But then I thought break into tears would be more imagistic.,self_mention,i,2,3,,
"I put down break tear, then I remembered that had to be into.",self_mention,i,0,1,,
"I put down break tear, then I remembered that had to be into.",self_mention,i,7,8,,
"Example 160. people·{14586}have·positive·overview·{3962}to·the{2637}[BACK 4]{2043}[BACK 2]about·life I think that thanks to the values [mentioned earlier], people become better, so probably I should write that these values change people’s philosophy of life, convert people for the better.",self_mention,i,26,27,,
"Example 160. people·{14586}have·positive·overview·{3962}to·the{2637}[BACK 4]{2043}[BACK 2]about·life I think that thanks to the values [mentioned earlier], people become better, so probably I should write that these values change people’s philosophy of life, convert people for the better.",self_mention,i,44,45,,
"The way I write it here cannot fully express my original idea, but this is an easier way to write.",self_mention,i,2,3,,
"The way I write it here cannot fully express my original idea, but this is an easier way to write.",self_mention,my,10,11,,
"In a think-aloud analysis of proficient multilingual speakers, Spöttl and McCarthy (2004) portended that the participants moved between formulaic sequences in different languages in many ways, yet the processing was generally holistic.",hedging,generally,34,35,,
This pattern was not found in my participants.,self_mention,my,6,7,,
The examples show that these learners started out with a proposition that was part of the development of ideas in the flow of writing.,boosting,show,2,3,,
"They may translate the unit from L1 to English, consider and drop different lexical alternatives or abandon the original proposition altogether.",hedging,may,1,2,,
"Lexical considerations take the most part of all the reported thoughts, functioning as a driving force in the production of multi-word MUs and sometimes “derail[s] syntax”, as suggested by Skehan (2009b, p. 516).",hedging,suggested,34,35,,
"Given the inextricable link between metaphoric thinking and ideational thinking that we have seen so far, metaphoric thinking could have played a role at the early stage of the production process of multi-word MUs.",self_mention,we,11,12,,
"Given the inextricable link between metaphoric thinking and ideational thinking that we have seen so far, metaphoric thinking could have played a role at the early stage of the production process of multi-word MUs.",hedging,could,19,20,,
"Note that the standard deviations of the pause durations are very large, suggesting that the time taken to produce multi- word MUs strongly bears the mark of individuality.",hedging,suggesting,13,14,,
"The data is not controlled properly to answer this question, i.e., we cannot tell whether three-word MUs would yield higher pause durations than two-word MUs, and so on.",self_mention,we,13,14,,
Such an optimistic prospect may never be found in L2 learners like my participants whose use of multi-word MUs obviously added a significant processing burden to the production process.,hedging,may,4,5,,
Such an optimistic prospect may never be found in L2 learners like my participants whose use of multi-word MUs obviously added a significant processing burden to the production process.,self_mention,my,12,13,,
"Mai described her writing approach as follows: First I’d read the task question, then I’d judge the issue to see whether I agree or disagree [with it].",self_mention,i,9,10,,
"Mai described her writing approach as follows: First I’d read the task question, then I’d judge the issue to see whether I agree or disagree [with it].",self_mention,i,18,19,,
"Mai described her writing approach as follows: First I’d read the task question, then I’d judge the issue to see whether I agree or disagree [with it].",self_mention,i,27,28,,
Then I’d formulate three main points.,self_mention,i,1,2,,
In the body of the essay I’d present reasons why I agree or disagree.,self_mention,i,6,7,,
In the body of the essay I’d present reasons why I agree or disagree.,self_mention,i,12,13,,
"Because of time limit, here I present only two reasons.",self_mention,i,6,7,,
"With each reason, I try to clarify it with supporting ideas.",self_mention,i,4,5,,
"Normally I’d write an argumentative paragraph in the third paragraph [of the body]39 but because of time limit, I did not write it.",self_mention,i,1,2,,
"Normally I’d write an argumentative paragraph in the third paragraph [of the body]39 but because of time limit, I did not write it.",self_mention,i,24,25,,
[Instead] I added it to the conclusion.,self_mention,i,3,4,,
"In the conclusion, I also summarized my points.",self_mention,i,4,5,,
"In the conclusion, I also summarized my points.",self_mention,my,7,8,,
"While I write I try to mobilize the phrases, the words for my essay to be richer in ideas and better in 39 According to the popular model adopted in language teaching in Vietnam, in the body of an essay that addresses the agree or disagree task question, the writer has to write two paragraphs to support their point of view and a third paragraph to counter their opponents’ points of view.",self_mention,i,1,2,,
"While I write I try to mobilize the phrases, the words for my essay to be richer in ideas and better in 39 According to the popular model adopted in language teaching in Vietnam, in the body of an essay that addresses the agree or disagree task question, the writer has to write two paragraphs to support their point of view and a third paragraph to counter their opponents’ points of view.",self_mention,i,3,4,,
"While I write I try to mobilize the phrases, the words for my essay to be richer in ideas and better in 39 According to the popular model adopted in language teaching in Vietnam, in the body of an essay that addresses the agree or disagree task question, the writer has to write two paragraphs to support their point of view and a third paragraph to counter their opponents’ points of view.",self_mention,my,13,14,,
I don’t know how they come out in this essay.,self_mention,i,0,1,,
"When I did the writing, I mainly copied from the draft and only made small changes.",self_mention,i,1,2,,
"When I did the writing, I mainly copied from the draft and only made small changes.",self_mention,i,6,7,,
The findings show that Mai was the most fluent and the most metaphoric writer.,boosting,show,2,3,,
"Lietrat[BACK 5]terature·is·{2012}a·mirror·frl[BACK 3]ree[BACK]flect [BACK]ing·{2465}human·life[RSHIFT], I use mirror because I think that life is greatly colourful.",self_mention,i,31,32,,
"Lietrat[BACK 5]terature·is·{2012}a·mirror·frl[BACK 3]ree[BACK]flect [BACK]ing·{2465}human·life[RSHIFT], I use mirror because I think that life is greatly colourful.",self_mention,i,35,36,,
Example 162. us·{2574}to·look·at·ife·[BACK 4]life·[Movement]with·a We look at life means that we perceive life.,self_mention,we,16,17,,
Example 162. us·{2574}to·look·at·ife·[BACK 4]life·[Movement]with·a We look at life means that we perceive life.,self_mention,we,22,23,,
"I think that using look in nhìn vào cuộc sống, we can see the multidimensionality [of the perspective].",self_mention,i,0,1,,
"I think that using look in nhìn vào cuộc sống, we can see the multidimensionality [of the perspective].",self_mention,we,11,12,,
We normally use absorb as in trees absorbing nutrients.,self_mention,we,0,1,,
Here [I want to talk about] literature appreciation.,self_mention,i,2,3,,
World here is not the wide world but is limited within the world of the work we are reading.,self_mention,we,16,17,,
"I was imagining the poetic melody flying gracefully, like candy, sweet, tasty, poems are graceful and pleasant to the ears.",self_mention,i,0,1,,
I can visualize many roads to travel.,self_mention,i,0,1,,
Literature is our option.,self_mention,our,2,3,,
"To answer this question, we need to consider two issues: planning and metaphoricity.",self_mention,we,5,6,,
"In fact, reviewing a number of studies on writing processes, Hayes and Nash (1996) have shown that planning is not more valuable than other writing processes such as text generation or revising and that the proportion of time devoted to planning does not make a better piece of writing.",boosting,shown,19,20,,
"On the other hand, if we are talking about metaphoricity in her verbal reports, i.e., the core issue, two sub-questions arise: is this metaphoricity a thinking mechanism, or is it a response mechanism stimulated by the task?",self_mention,we,6,7,,
"In the first case, as current metaphor scholarship has proved, metaphoric thinking would be part of the thinking process, regardless of the presence of planning.",boosting,proved,10,11,,
Earlier we have mentioned that each MU needs to be treated in its own right because of the process that made it and what it has become in text.,self_mention,we,1,2,,
Hoa Mai’s case gives us even more reason to do so.,self_mention,us,6,7,,
"Summary It has been shown that, 1.",boosting,shown,4,5,,
The results show that novel metaphors are the insignia of creativity that requires cognitive efforts.,boosting,show,2,3,,
"The making of conventional MUs involved largely ideational thinking and lexical considerations, indicating that conventional metaphors are an inherent part of normal language use.",boosting,indicating,13,14,,
This suggests that learners’ metaphoricity in an L2 is more associated with proficiency than with conceptual issues.,hedging,suggests,1,2,,
"As we have seen, this does not mean that metaphorical language production involves low- level processing.",self_mention,we,1,2,,
"The average time devoted to metaphorical language is 292.401s, i.e., about four minutes and 873ms out of about 30 minutes 885ms (1853.117s) of total pause time equal or longer than two seconds, out of total composing time of approximately 55 minutes and 962ms (3335.772s).",hedging,approximately,43,44,,
"Examining the association between total pause time and number of verbalized thoughts, we can see a weak correlation: r = 0.17, which is statistically significant (p < 0.0001).",self_mention,we,13,14,,
"Because this result could be due to the large sample size (685 MUs, which includes the non-paused ones), the test was repeated with only paused MUs.",hedging,could,3,4,,
"A pause duration of two seconds might be a gateway to a larger processing load than, say, a pause of four seconds; and any two three-second pauses cannot be assumed to carry the same processing value (see Schilperoord, 2001 for further discussion).",hedging,might,6,7,,
Its processing load may have been handled at an earlier stage of the writing process (as in Hoa Mai’s case) or at an earlier point of the stretch of text under construction.,hedging,may,3,4,,
"In other studies in L2 writing, it has been found that pausing can take up to 60 or 70% of total composition time (Alamargot, Dansac, Chesnet, & Fayol, 2007) and pausing at a threshold longer than two seconds may require 41% of writing time (Wengelin, 1999).",hedging,may,46,47,,
"Planning takes about 30-60% of total composing time (Cumming, 1990), formulation (converting ideas into language) takes minimally 60% (Roca de Larios, Manchón, Murphy, & Marín, 2008), and solving formulation problems takes about 20% to 25% of total composing time (Roca de Larios, Manchón, & Murphy, 2006).40 Although the methodology is different, a rough comparison with these studies shows that 15.78% of total processing time is a reasonable amount to invest, given that metaphorical language makes up 14.42% of the total text.",boosting,shows,81,82,,
"First, language learners’ linguistic metaphors seem to be, at least according to what they manage to verbalise in the retrospective interviews, products of propositional and linguistic reasoning more than metaphoric thinking.",hedging,seem,7,8,,
The participants’ reports have also suggested that metaphors in text are not entirely due to metaphoric thinking.,hedging,suggested,6,7,,
"However, metaphors in text may be produced on request, as when the writers intentionally configure a rhetorical effect in communication, as seen in the case of Xuân.",hedging,may,5,6,,
The combination of two sources of data has provided us with insights into metaphor use in L2 learners from a dual perspective that has not been tried before.,self_mention,us,9,10,,
"We can now understand (at least partly) the patterns and variations of metaphor use in the making, together with the different variables of this process.",self_mention,we,0,1,,
I will mention a few of these in Chapter 6.,self_mention,i,0,1,,
"The Motivated Nature of Language Learners might not need to possess metalinguistic knowledge about the different types of metaphorical language, but they need to know that a number of words, which form the keyness of the texts they encounter and produce, are used in extended senses and are related to the basic senses in meaningful ways.",hedging,might,6,7,,
"To present this knowledge in a light way, the teacher can demonstrate one well-prepared example in each meeting alongside the focus of the lesson and show learners the path to deepen this knowledge on their own.",boosting,demonstrate,12,13,,
"Although the extended senses of a word can be presented in a network map of radial categories, I would be cautious about introducing such maps to learners.",self_mention,i,18,19,,
The main purpose of such maps should be to increase awareness of how senses of the English words can be extended via metaphor so that learners may exploit similar strategies when encountering new words.,hedging,may,26,27,,
Contextualising Input We have seen from the examples presented in the previous two chapters that the participants at all levels of proficiency produced inter-MUs due to confusions about the different senses of a word and the different usages of senses.,self_mention,we,2,3,,
"These problems are likely manifestations of an approach to vocabulary learning which (a) emphasizes the number of words over the usage of words in contexts and (b) treats members of multi-word units as individual words (as similarly reported among the participants in Barfield, 2009; Peters, 2009; Ying & O’Neill, 2009).",hedging,likely,3,4,,
"Croft & Cruse, 2004; Jackendoff, 2002; Sullivan, 2009, 2013), these frames would be likely to be activated at the formulation point of the propositions.",hedging,likely,21,22,,
"It must be made clear that this context of use is not limited to the linguistic patterns in which a word/phrase appears (e.g., Brown, 1993; Jiang, 2000, 2004) but is extended to the contexts of genres, language varieties, professional or subject domains as well as the socio-cultural contexts in which the task is situated.",hedging,appears,21,22,,
"According to Yang and O’Neill (2009), learners at the borderline between the intermediate and advanced stages of learning (those similar to the Year 3 and Year 4 cohorts in this project) would be most likely to benefit from these corpus-based syntagmatic activities.",hedging,likely,41,42,,
Yet only a fragmented definition of words can be expected in the dictionaries that I found most popular among my students in Vietnam.,self_mention,i,14,15,,
Yet only a fragmented definition of words can be expected in the dictionaries that I found most popular among my students in Vietnam.,self_mention,my,19,20,,
Learning with such dictionaries would be likely to result in learners holding an assumption of a one-to-one relationship between word and meaning; usage is of course an unaffordable luxury in these dictionaries.,hedging,likely,6,7,,
Yet writing could not be accomplished without words.,hedging,could,2,3,,
"By not spending time to help students develop and command their productive vocabulary resources, we are not helping learners’ writing.",self_mention,we,15,16,,
"Writing quality would improve if learners could use words to precisely express what they intend to mean in the intended subtleties of genre, tone or stance and to coherently link their points of argument.",hedging,could,6,7,,
"Pre-task discussions or reading activities using the target phrases may induce learners to re-use them in the production task (Duin & Graves, 1987; S. Lee & Muncie, 2006).",hedging,may,9,10,,
"Lee’s (2003) study, for example, shows that with teacher elicitation, secondary ESL learners can increase productive recognized target vocabulary 63.62% as compared to only 13.19% without teacher elicitation.",boosting,shows,11,12,,
"Literature in both L1 and L2 suggests that self-selected lexis are better retained and re-used (Haggard, 1982, 1986; Jiménez, 1997; Ruddell & Shearer, 2002).",hedging,suggests,6,7,,
"The quantity of phraseological units in teacher speech, an important source of input in EFL settings, may have a consequential effect on learners’ (under)production of these units.",hedging,may,18,19,,
"Training in lexical retrieval fluency by focusing on speed and correctness (Snellings, van Gelderen, & de Glopper, 2002; Snellings et al., 2004) may reduce the cognitive load of generating text, allowing learners to focus on other sub-processes.",hedging,may,29,30,,
In Chapter 4 we have seen that a lot of writers’ interesting ideas were lost in their mind as passing thoughts in the writing process while they should be included in the writing product.,self_mention,we,3,4,,
"For the choice of see the world [in books], Khanh explained, […] A literature work spreads itself open in front of us, like life.",self_mention,us,27,28,,
"In life we can apply the things in literature to have a view, a perspective about life around us.",self_mention,we,2,3,,
"In life we can apply the things in literature to have a view, a perspective about life around us.",self_mention,us,19,20,,
"Similarly, Nhi simply wrote, They [books] help us understand about life although she reported the following thoughts: In modern life, there is a lot of competition and pressure.",self_mention,us,11,12,,
"But if the humanitarian values we read in books remain with us, when we step out into life, we can find good values in life.",self_mention,we,5,6,,
"But if the humanitarian values we read in books remain with us, when we step out into life, we can find good values in life.",self_mention,us,11,12,,
"But if the humanitarian values we read in books remain with us, when we step out into life, we can find good values in life.",self_mention,we,14,15,,
"But if the humanitarian values we read in books remain with us, when we step out into life, we can find good values in life.",self_mention,we,20,21,,
"When they are better at shaping these free thoughts into supporting details, they can ask self-reflective questions such as Why do I use this word?",self_mention,i,22,23,,
Do I need to clarify it?,self_mention,i,1,2,,
"It is thus important to understand that an instantial use of metaphorical language which may appear deviant could be “a positively desirable strategy in pursuit of flexibility of expression” (Wray & Fitzpatrick, 2008, p. 143).",hedging,may,14,15,,
"It is thus important to understand that an instantial use of metaphorical language which may appear deviant could be “a positively desirable strategy in pursuit of flexibility of expression” (Wray & Fitzpatrick, 2008, p. 143).",hedging,appear,15,16,,
"It is thus important to understand that an instantial use of metaphorical language which may appear deviant could be “a positively desirable strategy in pursuit of flexibility of expression” (Wray & Fitzpatrick, 2008, p. 143).",hedging,could,17,18,,
"If the class is heterogeneous, the teacher may want to elicit why a word is used as such by a learner before marking it as inappropriate.",hedging,may,8,9,,
"When the learners insist on using certain expressions from the L1 conventional language system, teachers can suggest introductory phrases before an L1-based metaphor such as: As we say it in [the L1]…, A metaphor/An expression in [the L1] that is relevant here is… It is recommended that teachers adopt an accommodating attitude towards learners’ reliance on L1 figurative language because of the well-known scaffolding function of the L1 and the attested power of metaphors in bridging knowledge gaps.",hedging,suggest,17,18,,
"When the learners insist on using certain expressions from the L1 conventional language system, teachers can suggest introductory phrases before an L1-based metaphor such as: As we say it in [the L1]…, A metaphor/An expression in [the L1] that is relevant here is… It is recommended that teachers adopt an accommodating attitude towards learners’ reliance on L1 figurative language because of the well-known scaffolding function of the L1 and the attested power of metaphors in bridging knowledge gaps.",self_mention,we,28,29,,
"If we see learning as a system which constantly changes and self-adjusts, then the need is to foster its development rather than to control it.",self_mention,we,1,2,,
"For example, if learners are repeatedly taught that prepositions in English are complicated and difficult to learn, the likely learning outcome would be the belief that prepositions are complicated and difficult rather than an improvement in the accuracy of prepositional use.",hedging,likely,20,21,,
"On rating essays holistically, the teachers may want to rely on the metaphorical language used in order to gain a bird’s-eye impression of the works.",hedging,may,7,8,,
"The findings have shown that conventional MUs increased by each year level (except between Year 2 and Year 3); improvement in inter-MUs and multi-word MUs were found at alternative years, and there was no difference in the use of novel MUs between the year levels, except between Year 1 and Year 4.",boosting,shown,3,4,,
"There was a relationship between the metaphoricity and phraseology of the MUs and the distribution of pauses and pause durations, suggesting that these two variables may determine the cognitive cost of metaphorical language use.",hedging,suggesting,21,22,,
"There was a relationship between the metaphoricity and phraseology of the MUs and the distribution of pauses and pause durations, suggesting that these two variables may determine the cognitive cost of metaphorical language use.",hedging,may,26,27,,
It seems that metaphorical language use may not be more time-consuming than other writing processes reported in the literature.,hedging,seems,1,2,,
It seems that metaphorical language use may not be more time-consuming than other writing processes reported in the literature.,hedging,may,6,7,,
"As such, the participants’ reports suggested that forming ideas and searching for words to express these ideas were key motives of their use of metaphorical language.",hedging,suggested,7,8,,
"As it was strictly required that the participants must know that the study was on metaphorical language in their written essays (rather than just their written language), the participants might have tried to produce more metaphors to please the researcher, especially when they worked directly with the researcher.",hedging,might,32,33,,
The effect could be seen very clearly in the case of Xuân in Study 2 of the project.,hedging,could,2,3,,
"While the population is representative of the actual situations in the BA in English Language in Vietnam, the imbalance in gender might have had an influence on the results.",hedging,might,22,23,,
"Data Elicitation The data in Study 1 was cross-sectional, which could describe the patterns of metaphorical language in these random samples, but did not allow for the generalizability of the study in terms of a developmental trend.",hedging,could,11,12,,
A combination of keystroke logging and eye- tracking tools may increase the richness of the data yielded (cf.,hedging,may,9,10,,
"In addition, to avoid latency in retrospective interviews, the researcher may want to try pausing the participant immediately after s/he has produced a potential metaphorical unit or after s/he has finished a sentence or a paragraph.",hedging,may,12,13,,
"With regard to Study 1, the number of MUs also seemed to increase with the number of words.",hedging,seemed,11,12,,
"Therefore, the pausing patterns found in these participants may not generalize to other groups of learners.",hedging,may,9,10,,
"Because non-metaphorical language was not the focus of this project, I did not allocate time to analyse this component of the data.",self_mention,i,11,12,,
"Recommendations for Future Research Over the course of the two studies presented in Chapters 3 and 4, I have made suggestions for more research where relevant.",self_mention,i,18,19,,
"However, I still find it non- gratifying to have to leave out non-metaphorically used members of a phraseological unit in the identification process.",self_mention,i,2,3,,
Future research may consider identifying the metaphoric frames as a unit of analysis instead.,hedging,may,2,3,,
"From the L2 speakers’ perspective, they can be novel metaphors, which may require complicated analogical reasoning and associative thinking to process – while in fact they might have been retrieved simply as another lexical item in the L1speaker’s lexicon.",hedging,may,14,15,,
"From the L2 speakers’ perspective, they can be novel metaphors, which may require complicated analogical reasoning and associative thinking to process – while in fact they might have been retrieved simply as another lexical item in the L1speaker’s lexicon.",hedging,might,29,30,,
"It must also be mentioned that, quite surprisingly, metaphor research in L2 learning does not seem to be influenced much by the mainstream of metaphor research, since implications of metaphor research have several practical implications for learners, teachers, curriculum designers, and material developers.",attitude,surprisingly,8,9,,
"The Graded Salience Hypothesis might elucidate the patterns of meaning shifts in learners’ discourse where learners’ ‘salient meaning’ shifts or evolves from one sense to another depending on the learners’ proficiency, profession, social context and familiarity with the most common use of the item.",hedging,might,4,5,,
"L2 corpora may offer useful clues in this direction, in addition to Omazic’s (2008) interpretation of conceptual integration.",hedging,may,2,3,,
"Andreou, G., & Galantomos, I.",self_mention,i,7,8,,
"Bulut, T., & Celik-Yazici, I.",self_mention,i,7,8,,
"Chapetón-Castro, C., & Verdaguer-Clavera, I.",self_mention,i,7,8,,
"Ellis, N., Frey, E., & Jalkanen, I.",self_mention,i,11,12,,
"On our mind: Salience, context, and figurative language.",self_mention,our,1,2,,
Criteria for re-defining idioms: Are we barking up the wrong tree?,self_mention,we,6,7,,
“Captain of my own ship”: Metaphor and the discourse of chronic illness.,self_mention,my,3,4,,
"Ijaz, I.",self_mention,i,2,3,,
"Kecskés, I.",self_mention,i,2,3,,
"On my mind: Thoughts about salience, context and figurative language from a second language perspective.",self_mention,my,1,2,,
"Kecskés, I.",self_mention,i,2,3,,
"Kecskés, I.",self_mention,i,2,3,,
"Kecskés, I., & Cuenca, I.",self_mention,i,7,8,,
"Why we mix metaphors (and mix them well): Discourse coherence, conceptual metaphor, and beyond.",self_mention,we,1,2,,
"Kuiken, F., & Vedder, I.",self_mention,i,7,8,,
Metaphors we live by.,self_mention,we,1,2,,
Is writing as difficult as it seems?,hedging,seems,6,7,,
"Lubart, T., & Getz, I.",self_mention,i,7,8,,
Metaphorical competence in EFL: Where are we and where should we be going?,self_mention,we,7,8,,
Metaphorical competence in EFL: Where are we and where should we be going?,self_mention,we,11,12,,
"Nippold, M., Uhden, L., & Schwarz, I.",self_mention,i,11,12,,
"Thompson-Schill, S., D’Esposito, M., & Kan, I.",self_mention,i,13,14,,
"Uekermann, J., Thoma, P., & Daum, I.",self_mention,i,11,12,,
In search of fluency: What is it and how Can we teach it?,self_mention,we,11,12,,
"I would like to invite you to participate in my research project, which looks at the metaphorical aspects of your writing in English.",self_mention,i,0,1,,
"I would like to invite you to participate in my research project, which looks at the metaphorical aspects of your writing in English.",self_mention,my,9,10,,
Your text will be kept confidential and will not be used for any research other than my own.,self_mention,my,16,17,,
"It will be destroyed 2 years after the conclusion of my PhD project, i.e., 2016.",self_mention,my,10,11,,
You can also contact my supervisors via their email addresses below.,self_mention,my,4,5,,
I voluntarily participate in this study and understand that I may withdraw from this study by 15th June 2012.,self_mention,i,0,1,,
I voluntarily participate in this study and understand that I may withdraw from this study by 15th June 2012.,self_mention,i,9,10,,
I voluntarily participate in this study and understand that I may withdraw from this study by 15th June 2012.,hedging,may,10,11,,
I understand that the information I have provided will be used only for this research Project.,self_mention,i,0,1,,
I understand that the information I have provided will be used only for this research Project.,self_mention,i,5,6,,
 I wish to be given a summary of the results of the study via my email address ……………………………………..,self_mention,i,1,2,,
 I wish to be given a summary of the results of the study via my email address ……………………………………..,self_mention,my,15,16,,
"Some people believe that, in the modern world, we do not need literature and should stop reading literary works.",self_mention,we,10,11,,
"Some people believe that, in the modern world, we do not need literature and should stop reading literary works.",self_mention,we,10,11,,
"I would like to invite you to participate in my research project, which looks at how you use metaphorical language in your writing in English.",self_mention,i,0,1,,
"I would like to invite you to participate in my research project, which looks at how you use metaphorical language in your writing in English.",self_mention,my,9,10,,
"After that, I will ask you a number of questions about your writing.",self_mention,i,3,4,,
